age,income_inr,employment_years,marital_status,education_level,credit_history_length,outstanding_loans,loan_amount,loan_tenure_months,savings_account_balance,checking_account_balance,no_of_open_accounts,no_of_closed_accounts,total_credit_limit,total_current_balance,credit_utilization_ratio,no_of_inquiries_6m,no_of_inquiries_12m,max_credit_exposure,oldest_trade_open_months,newest_trade_open_months,default,month,log_income_inr,log_loan_amount,log_savings_account_balance,log_checking_account_balance,log_total_credit_limit,log_total_current_balance,log_max_credit_exposure
44,240352,11,1,1,14,1,871212,48,399379,9557,3,8,431599,25895,0.06,0,0,632085,169,91,0,2024-07,12.389863955041589,13.677641772436298,12.897668623597383,9.165133779138104,12.975254512366117,10.16184379560608,13.35678073982087
33,173800,3,1,1,4,2,254525,36,126045,60503,7,5,283743,93635,0.33,3,4,364895,48,25,0,2023-10,12.065666245536807,12.447158270854821,11.744402198673438,11.010464757535866,12.555827702179734,11.447170203904761,12.807367660457086
27,179798,2,0,1,3,2,646049,120,38979,77042,3,0,409321,290617,0.71,1,2,499438,43,7,1,2024-09,12.09959483926893,13.378632179150367,10.570803973061551,11.252118986523802,12.922257411341398,12.57976496901218,13.12124074749111
56,116450,23,0,0,24,4,370741,24,73112,55946,2,8,233460,49026,0.21,2,3,262660,294,35,0,2024-08,11.665225862652171,12.823261681884702,11.199761468503755,10.932160092999556,12.360770318586498,10.800126445744926,12.478619506335132
65,146381,38,0,0,30,0,314361,120,46529,15408,3,8,428425,77116,0.18,6,6,457064,365,220,0,2023-09,11.893974922130605,12.65830046709246,10.747852544838695,9.642707033281853,12.967873306657154,11.253079028112849,13.03258089170982
40,100000,10,3,0,15,3,247021,12,96134,27502,1,4,195993,88196,0.45,1,1,235449,181,106,1,2023-09,11.51293546492023,12.417232680469633,11.473508732606437,10.222050368613774,12.185839325499192,11.387328227810965,12.369253855671701
21,100000,0,0,0,7,4,305564,60,35407,4092,4,7,166493,63267,0.38,2,2,243276,94,76,1,2023-06,11.51293546492023,12.629917800919767,10.47469306229083,8.317033476492403,12.022714551717286,11.05513495108338,12.401955990805302
28,147564,3,0,1,7,4,401346,240,140561,38308,2,6,274032,46585,0.17,3,6,280706,92,52,1,2024-06,11.902024035658094,12.902581668759144,11.853403951558839,10.553440134508799,12.521003816074343,10.7490553457913,12.545066699694896
66,500437,33,3,2,30,4,1695593,12,240687,40144,3,7,1261776,378532,0.3,1,1,1886972,360,17,1,2025-07,13.123238993940255,14.343543679883942,12.391256767937605,10.600253178618784,14.04803160282436,12.844058534320698,14.450484515822248
36,205975,9,1,1,13,1,270735,180,307011,86960,5,8,418476,125542,0.3,1,2,461958,156,86,0,2024-01,12.235514936130132,12.508899455308407,12.634642113753303,11.37321502126899,12.94437720921742,11.74040360835197,13.043231421537097
34,392128,13,1,2,15,1,1150187,240,40686,29275,4,1,830378,323847,0.39,1,1,1000093,181,9,0,2025-12,12.879346146269768,13.955435965239188,10.613663910088935,10.284523346721118,13.629637502056648,12.688029548893368,13.815604553546551
32,167893,7,0,1,9,4,424140,240,190013,44723,7,9,491690,226177,0.46,0,0,502765,114,52,0,2025-05,12.031088106870223,12.957821226102352,12.154853032638602,10.708265549267258,13.105605749388706,12.329077578871411,13.1278801320912
43,203057,17,1,1,20,3,522788,180,77263,54850,6,4,415452,149562,0.36,0,0,536926,249,3,0,2024-07,12.221246931501085,13.166933219959969,11.254983408113324,10.91237569707775,12.937124770152625,11.915472987729135,13.193617423840584
35,284655,8,1,1,10,2,743581,48,14783,138453,2,7,412952,144533,0.35,0,1,512794,131,22,0,2024-01,12.559036712674557,13.519234327973775,9.601300793881466,11.838293419478259,12.93108906401451,11.881270052974951,13.147631434151046
48,260180,21,1,1,21,2,1162126,120,453998,87001,5,2,579763,121750,0.21,0,2,773029,252,182,0,2025-12,12.46913282164113,13.965762504741942,13.025850274377888,11.373686385878237,13.270376403166013,11.709733254463467,13.558073136648302
54,209129,26,0,1,25,0,874958,12,284306,33076,6,5,449344,269606,0.6,2,3,571268,302,292,1,2023-08,12.250711347148554,13.681932307099064,12.557809919214275,10.406593455786899,13.015546245840902,12.504720622074911,13.25561548103131
22,100000,0,1,0,1,2,333306,120,24293,13558,5,5,53461,14969,0.28,2,2,64104,21,7,0,2025-03,11.51293546492023,12.7168192661755,10.097984685260217,9.51480581246231,10.886726400141653,9.613803477413674,11.068277642986802
52,214001,19,1,1,16,2,796980,84,287818,17453,3,6,357022,124957,0.35,2,3,488719,199,18,0,2024-05,12.27374063975471,13.588586118090447,12.57008708932441,9.767324127723256,12.785555484456834,11.73573295982379,13.099545007323648
43,382541,17,1,2,16,3,264952,60,475388,146561,2,2,901748,423821,0.47,0,0,913029,203,81,0,2023-12,12.854593730142287,12.487307730747917,13.071888695230774,11.895203826103057,13.71209148981036,12.957068834747897,13.724524017744827
42,176200,10,1,0,11,2,678011,12,171450,61945,7,7,307927,70823,0.23,3,3,391225,138,27,0,2024-12,12.079380667837011,13.42692026588095,12.052052790478315,11.034018316772512,12.63762126839436,11.167953205290885,12.877040677101977
45,100000,21,0,0,18,3,268774,180,86755,31274,3,7,244905,85716,0.35,2,2,258849,223,118,0,2024-06,11.51293546492023,12.501629877353428,11.370854859682497,10.350574335335113,12.408629742435979,11.358806451308258,12.464004022330048
42,205453,15,0,1,14,1,396496,12,365662,8136,6,8,334315,113667,0.34,2,2,407197,179,96,0,2024-02,12.232977443579317,12.890423753824129,12.809467423191673,9.004176840696656,12.719841932465393,11.641037197734024,12.917054832615033
42,390496,18,1,2,20,3,440868,12,206196,150793,7,7,1155205,727779,0.63,2,2,1612160,245,195,1,2023-05,12.875175565773981,12.996503058146057,12.236587301477588,11.92366994596603,13.959789241013027,13.497754083705669,14.293086072991963
69,342881,40,1,1,30,1,287484,36,283461,112501,1,2,422507,59150,0.14,1,1,452602,367,141,0,2023-07,12.745141643634863,12.568925963945393,12.554833354365236,11.630726278246367,12.953963660511345,10.987848775434378,13.022770640529028
62,201525,35,3,1,30,3,141467,180,139409,97269,5,5,147175,11774,0.08,0,1,216038,364,273,1,2023-11,12.213673684302993,11.859828822080127,11.845174510747134,11.485245895863486,11.89938442850562,9.373733918884618,12.283214225923665
26,100000,0,1,0,5,4,122808,180,155384,30185,1,8,157502,44100,0.28,1,1,227472,68,61,0,2024-11,11.51293546492023,11.718385581911885,11.953661187160312,10.315133519719373,11.96719978468547,10.694237736914808,12.334786829011275
35,260444,10,1,1,14,1,165550,120,478463,43206,6,0,482934,140050,0.29,1,1,583119,177,146,0,2024-08,12.470146985446348,12.017034583428305,13.078336251935125,10.673757798142656,13.087637348009247,11.849761920969796,13.276148276056094
63,235775,36,2,1,30,1,895211,60,402485,47892,3,2,323656,9709,0.03,1,2,324622,370,243,1,2025-09,12.37063748073487,13.704815840715746,12.905415592627131,10.776724634932783,12.687439592041946,9.18091156128537,12.690419787991123
57,365263,35,0,2,30,2,591274,180,586438,38134,7,1,403872,133277,0.33,1,3,563349,360,17,0,2023-02,12.808375658789393,13.290036501192464,13.281823934846463,10.54888777459834,12.908855751087302,11.800192451285678,13.241656383592312
53,342014,28,1,1,23,1,738521,24,675217,125518,7,7,745640,29825,0.04,3,3,1074055,282,184,0,2025-05,12.742609874732059,13.512406170624953,13.422790880676319,11.740212420517308,13.52199953011205,10.303135775322728,13.886952694218627
28,100000,3,0,0,5,3,420222,180,140943,35970,7,5,144281,34627,0.24,1,2,156886,65,48,1,2024-07,11.51293546492023,12.948540801735161,11.856117927349576,10.490468337248462,11.879524996856526,10.452417882335665,11.96328107996657
64,136574,32,0,0,30,4,138753,24,206848,15885,4,9,283858,110704,0.39,5,5,413892,367,16,0,2024-01,11.824629193263918,11.840457860021967,12.239744337456793,9.673193497193077,12.55623291498366,11.614624284795063,12.933362765296152
64,121212,34,1,0,28,4,516384,60,238359,11645,5,7,296688,32635,0.11,4,6,432288,337,193,0,2024-06,11.705304607591403,13.154607890282552,12.381537414860915,9.362718052397065,12.600439731105624,10.39317125254869,12.976849625039366
25,100000,3,1,1,9,2,337793,48,6363,5696,4,1,240250,86490,0.36,1,3,296863,108,27,1,2023-11,11.51293546492023,12.730191521208749,8.758412389457677,8.647694999480395,12.389439489154782,11.36779564126401,12.601029400452997
59,307541,33,1,1,30,3,627116,12,395618,140776,2,5,442328,101735,0.23,1,1,618824,360,14,0,2024-12,12.636366942267632,13.348888405077721,12.888206905888797,11.854932357089917,12.999809228064715,11.530136501700582,13.335577797640653
24,186567,4,1,1,6,3,192188,60,278170,24603,5,6,358161,107448,0.3,3,3,437842,73,50,1,2025-09,12.13655106287153,12.166234541830566,12.535991311485112,10.110664310328259,12.788740676995749,11.584771595373091,12.989615677612342
26,178121,1,1,1,9,0,162395,120,327700,32987,1,7,289294,104145,0.36,1,1,370881,112,96,0,2023-07,12.090223987757959,11.997793075864505,12.699856886253809,10.403899137953246,12.57520220771774,11.5535490398066,12.823639231698793
65,278020,31,0,1,25,1,558768,12,493067,42993,4,8,744263,193508,0.26,0,1,863285,306,29,0,2024-09,12.53545192938815,13.23349142880605,13.1084023745477,10.668815850056081,13.520151089584541,12.173079301998248,13.66850131724977
52,100000,19,1,0,23,2,113153,24,169182,21853,6,4,269689,102481,0.38,0,2,291192,284,28,0,2025-02,11.51293546492023,11.63650500174042,12.03873624829329,9.992139250130691,12.50502843020533,11.537442452383305,12.581741556554201
50,144749,10,1,0,9,4,246753,240,274197,52506,2,2,196765,66900,0.34,1,2,270211,111,105,0,2024-08,11.882763395435243,12.41614716790395,12.521605752137726,10.86870177302495,12.18977048444719,11.110969193687714,12.506962115069074
67,432522,24,2,2,24,0,319331,60,474861,189395,5,1,315457,132491,0.42,0,0,315676,296,46,0,2025-03,12.97739078313086,12.673986592910827,13.070779514490043,12.151595340186917,12.661780830073354,11.794277545227137,12.66247481791681
55,101156,24,0,0,27,3,321427,120,6422,10889,7,7,92957,4647,0.05,5,6,119893,334,60,0,2023-07,11.524429044353644,12.680528847345931,8.767640577257792,9.295600215927006,11.439903057224347,8.444192298531748,11.69436329806206
60,301793,18,0,1,20,1,348191,24,21595,105469,6,0,427792,218173,0.51,2,2,612744,242,99,0,2025-09,12.617499944402557,12.760509330750738,9.980263391338177,11.56618183127066,12.96639471271022,12.293048188544441,13.325704141422346
36,360477,10,1,2,15,4,1407769,120,400867,68213,2,9,688736,185958,0.27,3,4,764936,191,148,1,2024-01,12.79518620749267,14.157517450083962,12.90138747504069,11.130405101357162,13.442614764497991,12.133281498289524,13.547548756476306
33,287536,12,2,1,17,0,426067,120,258431,141080,1,5,615892,92383,0.15,2,2,718407,209,52,0,2024-05,12.569106826591142,12.962354236926032,12.462387882232454,11.857089472501789,13.330828526129137,11.433709082462661,13.484792931765584
62,320317,39,1,2,30,3,1310383,120,297871,52365,7,1,425517,51062,0.12,2,5,550509,368,150,1,2023-03,12.677069531333256,14.08583078199419,12.604419143011679,10.866012804749818,12.96106252927355,10.840815443476084,13.218600400284153
50,257994,23,1,1,24,4,349444,60,214338,6050,6,2,559523,89523,0.16,1,1,628587,298,144,0,2024-03,12.460695483871001,12.764101460604314,12.275314152771362,8.707978826622321,13.234841701256492,11.40226202474002,13.351231313122025
39,314663,17,3,2,19,4,1178774,240,578843,84174,5,7,895011,277453,0.31,3,5,1274266,228,149,0,2025-04,12.659260681847348,13.979986321612639,13.268788290200522,11.340653244029275,13.704592404988338,12.533410432662198,14.057881669294382
37,100000,11,3,0,13,3,199883,24,75038,9235,2,0,213003,40470,0.19,1,3,252046,167,62,0,2023-12,11.51293546492023,12.205492477265109,11.225763257365298,9.130864170474386,12.269066223857955,10.608340947226111,12.437370857039625
39,100000,12,1,0,17,3,312403,48,171964,4135,3,5,89641,39442,0.44,2,2,115709,207,149,0,2025-07,11.51293546492023,12.652052500963007,12.055046246716929,8.327484416188264,11.40357923913406,10.582611870732505,11.658842339870382
48,237280,18,1,1,16,2,159921,24,429615,84274,5,2,462499,60124,0.13,2,4,514789,196,104,0,2024-02,12.377000371793088,11.982441475349205,12.970647065431113,11.341840540102261,13.044401835934616,11.004181007408063,13.151514329496015
46,383944,18,0,2,21,4,1047629,180,393169,142629,5,5,712115,242119,0.34,1,2,726850,262,139,0,2023-09,12.85825459214492,13.862041028089973,12.881997367294533,11.868009143517469,13.475996098472185,12.397188750005624,13.496476783653208
57,319961,22,2,2,21,3,374064,12,294853,77153,7,2,856455,334017,0.39,0,0,930838,257,120,0,2023-03,12.67595751772457,12.8321848580872,12.594235597556741,11.253558703498493,13.660558223564502,12.718950162722273,13.743841608973858
46,100000,13,1,0,11,0,268844,240,153399,34490,5,7,137575,46775,0.34,1,2,140752,142,37,0,2024-11,11.51293546492023,12.501890284333808,11.940804167915292,10.448453699421849,11.831931770664035,10.753125529855506,11.854761860162
43,235873,17,3,1,18,1,267979,60,337426,65656,7,4,367340,80814,0.22,0,3,453408,223,172,0,2025-02,12.371053043128214,12.498667629842599,12.729104469603008,11.09219950009401,12.814045850952464,11.29991787084391,13.024549866880612
29,274384,6,0,2,7,2,676878,36,189501,88435,5,3,547848,98612,0.18,1,1,708542,95,22,0,2025-02,12.522287508616664,13.42524780623055,12.152154857538633,11.39003440554511,13.213754980514725,11.498958377741612,13.470966027873187
32,119112,9,1,1,11,3,118849,48,29774,36498,3,8,215719,81973,0.38,0,1,220537,133,21,1,2024-06,11.68782790135988,11.68561747278834,10.3014243942235,10.505040141934996,12.281736549451164,11.314157402797333,12.303825294621872
21,167632,0,1,2,7,1,249735,12,94957,56926,6,4,385141,77028,0.2,0,0,402565,89,33,0,2024-10,12.029532345023078,12.428159638883544,11.461189967562174,10.949525024262934,12.861367376437258,11.251937253307663,12.905614337553578
21,263208,0,1,2,5,2,836436,36,80411,30485,6,3,158180,33217,0.21,0,0,196580,66,17,0,2025-09,12.480703672377555,13.636906482765257,11.29491869776117,10.325022840821786,11.971495225965171,10.410847176658944,12.188829839095167
67,222022,33,0,1,30,4,1086791,180,138703,33076,6,7,423793,84758,0.2,0,1,593136,365,292,0,2024-07,12.310536259091537,13.898740795447244,11.840097445108421,10.406593455786899,12.957002767094597,11.347567214294704,13.29318067996464
54,192964,17,1,1,14,1,486526,24,108166,44609,1,7,155177,69829,0.45,0,1,203903,171,142,0,2023-03,12.17026410429138,13.09504767752659,11.591431608117523,10.705713328122311,11.95232812410609,11.153818995840082,12.225404573829666
52,229690,22,1,1,23,2,825111,24,297112,53779,3,7,295845,118338,0.4,1,3,311333,281,165,1,2024-09,12.344490206368432,13.62327441367835,12.601867816804425,10.892656929822856,12.59759432764839,11.681308665966826,12.648621569868201
68,108010,39,1,0,30,3,316189,240,206435,42309,3,3,232660,16286,0.07,1,2,335907,363,134,0,2025-12,11.58998835277166,12.664098577703964,12.237745715985039,10.652778743714114,12.357337737478945,9.698122522573561,12.72459259192886
45,305025,21,0,2,23,3,836564,60,423130,59891,2,0,272550,103569,0.38,1,3,397575,284,178,0,2024-06,12.628152297857962,13.637059501112216,12.955437102754933,11.00029821925761,12.515581031537247,11.548002991582925,12.893141389769648
60,143049,39,1,1,30,2,113175,60,265637,14019,4,1,181973,12738,0.07,0,0,211539,360,85,0,2024-01,11.870949498478256,11.636699408138771,12.489889758639709,9.54824016058858,12.11161909871102,9.452423433109788,12.262169384882045
65,453138,32,0,2,29,4,520808,12,715531,63758,6,3,1022966,265971,0.26,2,2,1338048,359,205,0,2025-10,13.023954200665512,13.16313865083317,13.480781600947807,11.0628656295268,13.838217786348945,12.491146319065386,14.106723140823366
21,100000,0,0,0,9,2,447375,84,146936,12307,4,9,212701,85080,0.4,0,3,265060,116,38,1,2025-06,11.51293546492023,13.011154683327074,11.89775920246932,9.418004736441933,12.267647404059025,11.35135902288873,12.487715267158256
36,324195,8,1,2,12,0,760476,180,277971,120340,2,1,235884,56612,0.24,1,2,346988,154,79,0,2025-10,12.689103550144674,13.541701146963135,12.535275668175771,11.698084658528748,12.371099677108708,10.943993919797204,12.757048358138347
59,251053,23,2,1,20,2,819561,84,171556,61699,3,9,487838,14635,0.03,1,2,611931,243,133,0,2024-07,12.43342333441698,13.616525330191996,12.052670851884313,11.030039209893479,13.09774071236757,9.591239526139097,13.324376444210055
25,100000,2,1,0,5,2,287704,120,170024,36014,2,2,86813,43406,0.5,0,0,128481,62,38,1,2024-07,11.51293546492023,12.569690928603082,12.04370076404384,10.491690797323463,11.371523177965136,10.67837599740519,11.763544095684585
42,160727,15,1,0,18,3,354398,48,291802,35325,5,8,181730,81778,0.45,0,1,199843,226,24,0,2023-03,11.987468774257996,12.778178676038653,12.583834196032367,10.472374515715389,12.110282850728963,11.311775765915282,12.205292341171898
49,142937,18,0,1,18,4,320918,24,133098,63903,2,8,235564,65957,0.28,2,3,276262,220,18,0,2023-02,11.870166248791376,12.678944033821356,11.79884849120697,11.065137236215541,12.369742162847842,11.096773454806918,12.529108589530397
23,134130,1,1,1,7,2,402335,12,9076,66003,2,8,103731,31119,0.3,2,2,144255,86,32,1,2025-03,11.806572213322008,12.905042839392907,9.113499020526627,11.097470625232695,11.54956592906522,10.345605978292328,11.879344777959393
32,232681,8,0,2,9,1,264125,84,371227,79466,7,6,694347,284682,0.41,2,2,966395,108,71,0,2023-09,12.357427993483716,12.484181540997325,12.824571708083887,11.283097120127296,13.450728554731645,12.559131559505778,13.781328967081274
46,100000,24,3,0,25,3,224266,240,60588,43463,5,3,91342,10047,0.11,1,2,124781,307,222,0,2024-10,11.51293546492023,12.320592585297463,11.011868637429178,10.67968828823136,11.42237693051756,9.21512888870798,11.734323493745975
36,100000,8,2,0,10,3,251139,60,6928,26380,7,0,245328,34345,0.14,1,1,350771,128,102,1,2023-06,11.51293546492023,12.433765831542955,8.843470781627381,10.18039933305852,12.410355445843432,10.444240842543808,12.767891718734711
57,273179,19,1,1,18,2,1347610,24,442475,128016,4,2,703325,147698,0.21,0,5,950384,221,90,0,2023-01,12.517886197556884,14.113843953140764,13.00014150467109,11.759918346582955,13.463575790189498,11.902931698015847,13.764622444637684
42,225187,13,1,1,13,1,468737,12,238463,94389,5,7,672444,511057,0.76,1,4,886309,157,72,1,2025-07,12.324690887859896,13.057799255939072,12.381973634521206,11.45519041431899,13.418675602726989,13.144238365680291,13.694822055524172
49,296442,14,1,1,13,2,1008082,36,410916,147051,1,3,465898,144428,0.31,0,3,572804,161,89,0,2023-06,12.599610236105843,13.823561065493436,12.926146526612417,11.898541544705699,13.05172415141924,11.880543316301942,13.258300623640753
